Brewer,Drinker,Drink,Drink price,date,Total
Miss Jenna Hopkins;1970-09-16;371201862580821,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2019-6-9,1400
Miss Jenna Hopkins;1970-09-16;371201862580821,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2019-6-9,2000
Miss Jenna Hopkins;1970-09-16;371201862580821,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2019-6-9,2400
Miss Jenna Hopkins;1970-09-16;371201862580821,Karen Thompson;1976-05-29;4879429054644775960,House white small,300,2019-6-9,2700
Miss Jenna Hopkins;1970-09-16;371201862580821,Anna Buckley-Patel;1967-09-25;6011330523439128,Champagne small,400,2019-6-9,3100
Miss Jenna Hopkins;1970-09-16;371201862580821,Marian Lane;1980-04-23;373696105572428,Prosecco large,600,2019-6-9,3700
Miss Jenna Hopkins;1970-09-16;371201862580821,Sylvia Jones-Brown;1999-08-25;584761487035,Pale ale small,300,2019-6-9,4000
Miss Jenna Hopkins;1970-09-16;371201862580821,Ms. Jean Johnson;1996-04-22;3599621831162106,Champagne small,400,2019-6-9,4400
Miss Jenna Hopkins;1970-09-16;371201862580821,Tony Martin-Lucas;1984-02-09;060494691672,House white small,300,2019-6-9,4700
Miss Jenna Hopkins;1970-09-16;371201862580821,Danny Clark;1999-03-25;6011085906067876,Prosecco small,300,2019-6-9,5000
Miss Jenna Hopkins;1970-09-16;371201862580821,Sean Osborne-Little;1960-03-13;3554852454832013,Ale small,300,2019-6-9,5300
Miss Jenna Hopkins;1970-09-16;371201862580821,Jane Davies;1978-05-29;372961426026780,Gin & Tonic small,400,2019-6-9,5700
Miss Jenna Hopkins;1970-09-16;371201862580821,Lawrence Fisher;1983-09-19;3566273828670227,Shiraz small,300,2019-6-9,6000
Miss Jenna Hopkins;1970-09-16;371201862580821,Miss Jenna Hopkins;1970-09-16;371201862580821,House red small,300,2019-6-9,6300
Miss Jenna Hopkins;1970-09-16;371201862580821,Marie Preston;1976-12-28;6011724323439199,Prosecco large,600,2019-6-9,6900
Miss Jenna Hopkins;1970-09-16;371201862580821,Karen Thompson;1976-05-29;4879429054644775960,House white small,300,2019-6-9,7200
Miss Jenna Hopkins;1970-09-16;371201862580821,Miss Jenna Hopkins;1970-09-16;371201862580821,House red small,300,2019-6-9,7500
Ryan Chapman;1981-12-13;3537198259397469,Marian Lane;1980-04-23;373696105572428,Capuccino,250,2019-9-27,250
Ryan Chapman;1981-12-13;3537198259397469,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-9-27,530
Ryan Chapman;1981-12-13;3537198259397469,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-9-27,780
Ryan Chapman;1981-12-13;3537198259397469,Frances Watkins;1988-08-31;2222981270340614,Herbal tea extra milk,280,2019-9-27,1060
Ryan Chapman;1981-12-13;3537198259397469,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2019-9-27,1310
Ryan Chapman;1981-12-13;3537198259397469,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2019-9-27,1590
Ryan Chapman;1981-12-13;3537198259397469,Ms. Sara Thompson;1986-03-24;371802005619325,Espresso,150,2019-9-27,1740
Ryan Chapman;1981-12-13;3537198259397469,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2019-9-27,1990
Ryan Chapman;1981-12-13;3537198259397469,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-9-27,2270
Ryan Chapman;1981-12-13;3537198259397469,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2019-9-27,2520
Ms. Elizabeth French;1974-12-19;630456409964,Miss Jenna Hopkins;1970-09-16;371201862580821,Earl Grey with sugar,250,2019-9-27,250
Ms. Elizabeth French;1974-12-19;630456409964,Michelle Waters;1984-01-14;6545699347248609,Instant Coffee with sugar,250,2019-9-27,500
Ms. Elizabeth French;1974-12-19;630456409964,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-9-27,780
Ms. Elizabeth French;1974-12-19;630456409964,Philip Miah-Young;1963-11-27;3592857229453650,Espresso,150,2019-9-27,930
Ms. Elizabeth French;1974-12-19;630456409964,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2019-9-27,1180
Ms. Elizabeth French;1974-12-19;630456409964,Mr. Stanley Bell;1997-05-22;376466905927165,Earl Grey with sugar,250,2019-9-27,1430
Ms. Elizabeth French;1974-12-19;630456409964,Lawrence Jones;2005-06-10;3537902156094842,Espresso,150,2019-9-27,1580
Ms. Elizabeth French;1974-12-19;630456409964,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-9-27,1860
Ms. Elizabeth French;1974-12-19;630456409964,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-9-27,2140
Ms. Elizabeth French;1974-12-19;630456409964,Mr. Stanley Bell;1997-05-22;376466905927165,Earl Grey with sugar,250,2019-9-27,2390
Ms. Elizabeth French;1974-12-19;630456409964,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-9-27,2670
Ms. Elizabeth French;1974-12-19;630456409964,Gareth Watson;1968-09-14;060453409181,Espresso,150,2019-9-27,2820
Ms. Elizabeth French;1974-12-19;630456409964,Mrs. Bethan Murray;1986-07-23;2238925746548385,Flat white,250,2019-9-27,3070
Ms. Elizabeth French;1974-12-19;630456409964,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-9-27,3350
Ms. Elizabeth French;1974-12-19;630456409964,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2019-9-27,3630
Ms. Elizabeth French;1974-12-19;630456409964,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-9-27,3910
Ms. Elizabeth French;1974-12-19;630456409964,Frances Watkins;1988-08-31;2222981270340614,Lemon tea,250,2019-9-27,4160
Ms. Elizabeth French;1974-12-19;630456409964,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2019-9-27,4410
Karen Thompson;1976-05-29;4879429054644775960,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-9-21,250
Karen Thompson;1976-05-29;4879429054644775960,Frances Watkins;1988-08-31;2222981270340614,Lemon tea,250,2019-9-21,500
Karen Thompson;1976-05-29;4879429054644775960,Marie Preston;1976-12-28;6011724323439199,Herbal tea extra milk,280,2019-9-21,780
Karen Thompson;1976-05-29;4879429054644775960,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2019-9-21,1030
Karen Thompson;1976-05-29;4879429054644775960,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2019-9-21,1310
Karen Thompson;1976-05-29;4879429054644775960,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-9-21,1590
Karen Thompson;1976-05-29;4879429054644775960,Jack Harvey;1998-05-22;4946896571299186780,Herbal tea extra milk,280,2019-9-21,1870
Karen Thompson;1976-05-29;4879429054644775960,Katy Lee;1981-07-04;4895703194202888004,Capuccino extra milk,280,2019-9-21,2150
Karen Thompson;1976-05-29;4879429054644775960,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2019-9-21,2400
Karen Thompson;1976-05-29;4879429054644775960,Tony Martin-Lucas;1984-02-09;060494691672,Espresso,150,2019-9-21,2550
Karen Thompson;1976-05-29;4879429054644775960,Ruth Russell-Harris;1973-03-29;4730875456940300910,Espresso extra milk,280,2019-9-21,2830
Karen Thompson;1976-05-29;4879429054644775960,Dr. Jessica Joyce;1959-11-08;343670554272167,Tea,250,2019-9-21,3080
Karen Thompson;1976-05-29;4879429054644775960,Miss Lindsey Harrison;1948-08-25;30476153140377,Instant Coffee,250,2019-9-21,3330
Karen Thompson;1976-05-29;4879429054644775960,Philip Miah-Young;1963-11-27;3592857229453650,Espresso,150,2019-9-21,3480
Karen Thompson;1976-05-29;4879429054644775960,Philip Miah-Young;1963-11-27;3592857229453650,Espresso,150,2019-9-21,3630
Karen Thompson;1976-05-29;4879429054644775960,Miss Lindsey Harrison;1948-08-25;30476153140377,Tea with sugar,250,2019-9-21,3880
Karen Thompson;1976-05-29;4879429054644775960,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2019-9-21,4130
Karen Thompson;1976-05-29;4879429054644775960,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Double espresso with sugar,250,2019-9-21,4380
Karen Thompson;1976-05-29;4879429054644775960,Jemma Davison;1982-06-25;346012372292431,Herbal tea with sugar,250,2019-9-21,4630
Karen Thompson;1976-05-29;4879429054644775960,Neil Walters;1991-02-14;30153298849283,Green Tea with sugar,250,2019-9-21,4880
Karen Thompson;1976-05-29;4879429054644775960,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2019-9-21,5130
Karen Thompson;1976-05-29;4879429054644775960,Sylvia Jones-Brown;1999-08-25;584761487035,Herbal tea extra milk,280,2019-9-21,5410
Karen Thompson;1976-05-29;4879429054644775960,Shirley Rees;1994-07-25;6527997021478845,Americano,250,2019-9-21,5660
Karen Thompson;1976-05-29;4879429054644775960,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2019-9-21,5940
Karen Thompson;1976-05-29;4879429054644775960,Jane Davies;1978-05-29;372961426026780,Double espresso extra milk,280,2019-9-21,6220
Karen Thompson;1976-05-29;4879429054644775960,Dr. Gemma Cooper;1968-01-15;4338315934240869,Macciato extra milk,280,2019-9-21,6500
Karen Thompson;1976-05-29;4879429054644775960,Karen Thompson;1976-05-29;4879429054644775960,Americano,250,2019-9-21,6750
Dr. Gemma Cooper;1968-01-15;4338315934240869,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-11-18,400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-11-18,800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-11-18,1000
Dr. Gemma Cooper;1968-01-15;4338315934240869,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2019-11-18,1400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-11-18,1800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Dr. Douglas King;1974-03-16;3581139211845125,Diet Coke large,400,2019-11-18,2200
Dr. Gemma Cooper;1968-01-15;4338315934240869,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-11-18,2600
Dr. Gemma Cooper;1968-01-15;4338315934240869,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-11-18,2800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-11-18,3000
Dr. Gemma Cooper;1968-01-15;4338315934240869,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-11-18,3400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-11-18,3800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Dr. Jessica Joyce;1959-11-08;343670554272167,Diet Coke large,400,2019-11-18,4200
Dr. Gemma Cooper;1968-01-15;4338315934240869,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2019-11-18,4400
Dr. Gemma Cooper;1968-01-15;4338315934240869,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-11-18,4600
Dr. Gemma Cooper;1968-01-15;4338315934240869,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-11-18,4800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Mr. Stanley Bell;1997-05-22;376466905927165,Milk large,400,2019-11-18,5200
Dr. Gemma Cooper;1968-01-15;4338315934240869,Mohammad Jones-Wood;1963-05-21;3539333926037846,Sparkling water large,400,2019-11-18,5600
Dr. Gemma Cooper;1968-01-15;4338315934240869,Tony Martin-Lucas;1984-02-09;060494691672,Milk small,200,2019-11-18,5800
Dr. Gemma Cooper;1968-01-15;4338315934240869,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-11-18,6200
Dr. Gemma Cooper;1968-01-15;4338315934240869,Joan Foster;2000-07-23;30467564114333,Banana milkshake large,400,2019-11-18,6600
Dr. Gemma Cooper;1968-01-15;4338315934240869,Dr. Gemma Cooper;1968-01-15;4338315934240869,Diet Coke small,200,2019-11-18,6800
Lawrence Jones;2005-06-10;3537902156094842,Rachael Lewis;1984-07-20;377222245845446,Instant Coffee with sugar,250,2019-12-12,250
Lawrence Jones;2005-06-10;3537902156094842,Danny Clark;1999-03-25;6011085906067876,Americano,250,2019-12-12,500
Lawrence Jones;2005-06-10;3537902156094842,Michelle Waters;1984-01-14;6545699347248609,Instant Coffee with sugar,250,2019-12-12,750
Lawrence Jones;2005-06-10;3537902156094842,Joan Foster;2000-07-23;30467564114333,Instant Coffee extra milk,280,2019-12-12,1030
Lawrence Jones;2005-06-10;3537902156094842,Ruth Russell-Harris;1973-03-29;4730875456940300910,Espresso extra milk,280,2019-12-12,1310
Lawrence Jones;2005-06-10;3537902156094842,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Double espresso with sugar,250,2019-12-12,1560
Lawrence Jones;2005-06-10;3537902156094842,Michelle Waters;1984-01-14;6545699347248609,Tea with sugar,250,2019-12-12,1810
Lawrence Jones;2005-06-10;3537902156094842,Marian Lane;1980-04-23;373696105572428,Macciato,250,2019-12-12,2060
Lawrence Jones;2005-06-10;3537902156094842,Mohammad Jones-Wood;1963-05-21;3539333926037846,Capuccino extra milk,280,2019-12-12,2340
Lawrence Jones;2005-06-10;3537902156094842,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2019-12-12,2590
Lawrence Jones;2005-06-10;3537902156094842,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-12-12,2840
Lawrence Jones;2005-06-10;3537902156094842,Neil Walters;1991-02-14;30153298849283,Green Tea with sugar,250,2019-12-12,3090
Lawrence Jones;2005-06-10;3537902156094842,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-12-12,3340
Lawrence Jones;2005-06-10;3537902156094842,Lawrence Jones;2005-06-10;3537902156094842,Double espresso with sugar,250,2019-12-12,3590
Dr. Douglas King;1974-03-16;3581139211845125,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-11-29,400
Dr. Douglas King;1974-03-16;3581139211845125,Lawrence Fisher;1983-09-19;3566273828670227,Cloudy lemonade large,400,2019-11-29,800
Dr. Douglas King;1974-03-16;3581139211845125,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-11-29,1000
Dr. Douglas King;1974-03-16;3581139211845125,Mrs. Jade Allen;1970-05-20;3577687933334659,Sprite large,400,2019-11-29,1400
Dr. Douglas King;1974-03-16;3581139211845125,Ryan Chapman;1981-12-13;3537198259397469,Cloudy lemonade small,200,2019-11-29,1600
Dr. Douglas King;1974-03-16;3581139211845125,Rachael Lewis;1984-07-20;377222245845446,Lemonade small,200,2019-11-29,1800
Dr. Douglas King;1974-03-16;3581139211845125,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-11-29,2200
Dr. Douglas King;1974-03-16;3581139211845125,Marian Lane;1980-04-23;373696105572428,Sprite large,400,2019-11-29,2600
Dr. Douglas King;1974-03-16;3581139211845125,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-11-29,3000
Dr. Douglas King;1974-03-16;3581139211845125,Joan Foster;2000-07-23;30467564114333,Banana milkshake large,400,2019-11-29,3400
Dr. Douglas King;1974-03-16;3581139211845125,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-11-29,3800
Dr. Douglas King;1974-03-16;3581139211845125,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-11-29,4200
Dr. Douglas King;1974-03-16;3581139211845125,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-11-29,4600
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Sparkling water large,400,2019-11-29,5000
Dr. Douglas King;1974-03-16;3581139211845125,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-11-29,5200
Dr. Douglas King;1974-03-16;3581139211845125,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-11-29,5600
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-11-29,5800
Dr. Douglas King;1974-03-16;3581139211845125,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-11-29,6200
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Douglas King;1974-03-16;3581139211845125,Diet Coke large,400,2019-11-29,6600
Sean Osborne-Little;1960-03-13;3554852454832013,Richard Parsons;1951-04-21;4596293855263047603,Instant Coffee with sugar,250,2019-5-28,250
Sean Osborne-Little;1960-03-13;3554852454832013,Lawrence Fisher;1983-09-19;3566273828670227,Instant Coffee with sugar,250,2019-5-28,500
Sean Osborne-Little;1960-03-13;3554852454832013,Marian Lane;1980-04-23;373696105572428,Macciato,250,2019-5-28,750
Sean Osborne-Little;1960-03-13;3554852454832013,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Instant Coffee with sugar,250,2019-5-28,1000
Sean Osborne-Little;1960-03-13;3554852454832013,Ms. Jean Johnson;1996-04-22;3599621831162106,Tea with sugar,250,2019-5-28,1250
Sean Osborne-Little;1960-03-13;3554852454832013,Terence Hall;1982-04-23;4440881107798798,Earl Grey extra milk,280,2019-5-28,1530
Sean Osborne-Little;1960-03-13;3554852454832013,Lawrence Jones;2005-06-10;3537902156094842,Espresso,150,2019-5-28,1680
Sean Osborne-Little;1960-03-13;3554852454832013,Ryan Chapman;1981-12-13;3537198259397469,Earl Grey,250,2019-5-28,1930
Sean Osborne-Little;1960-03-13;3554852454832013,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-5-28,2210
Sean Osborne-Little;1960-03-13;3554852454832013,Dr. Douglas King;1974-03-16;3581139211845125,Espresso extra milk,280,2019-5-28,2490
Sean Osborne-Little;1960-03-13;3554852454832013,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2019-5-28,2740
Sean Osborne-Little;1960-03-13;3554852454832013,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-5-28,2990
Sean Osborne-Little;1960-03-13;3554852454832013,Miss Lindsey Harrison;1948-08-25;30476153140377,Green Tea,250,2019-5-28,3240
Sean Osborne-Little;1960-03-13;3554852454832013,Marie Power;2002-01-30;5236653014789326,Americano,250,2019-5-28,3490
Sean Osborne-Little;1960-03-13;3554852454832013,Sean Osborne-Little;1960-03-13;3554852454832013,Macciato,250,2019-5-28,3740
Ruth Russell-Harris;1973-03-29;4730875456940300910,Jane Davies;1978-05-29;372961426026780,Coke small,200,2020-1-13,200
Ruth Russell-Harris;1973-03-29;4730875456940300910,Neil Walters;1991-02-14;30153298849283,Coke Zero large,400,2020-1-13,600
Ruth Russell-Harris;1973-03-29;4730875456940300910,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2020-1-13,1000
Ruth Russell-Harris;1973-03-29;4730875456940300910,Rachael Lewis;1984-07-20;377222245845446,Lemonade small,200,2020-1-13,1200
Ruth Russell-Harris;1973-03-29;4730875456940300910,Dr. Gemma Cooper;1968-01-15;4338315934240869,Diet Coke small,200,2020-1-13,1400
Ruth Russell-Harris;1973-03-29;4730875456940300910,Dr. Jessica Joyce;1959-11-08;343670554272167,Diet Coke large,400,2020-1-13,1800
Ruth Russell-Harris;1973-03-29;4730875456940300910,Jemma Davison;1982-06-25;346012372292431,Fanta small,200,2020-1-13,2000
Ruth Russell-Harris;1973-03-29;4730875456940300910,Richard Parsons;1951-04-21;4596293855263047603,Banana milkshake large,400,2020-1-13,2400
Ruth Russell-Harris;1973-03-29;4730875456940300910,Mrs. Bethan Murray;1986-07-23;2238925746548385,Lime cordial large,400,2020-1-13,2800
Ruth Russell-Harris;1973-03-29;4730875456940300910,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2020-1-13,3200
Ruth Russell-Harris;1973-03-29;4730875456940300910,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2020-1-13,3600
Ruth Russell-Harris;1973-03-29;4730875456940300910,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2020-1-13,4000
Ruth Russell-Harris;1973-03-29;4730875456940300910,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2020-1-13,4200
